xanax,wormwood,1
xanax,tobacco,8
xanax,st.johns-wort,0
xanax,sleep-deprivation,0
xanax,salvia-divinorum,0
xanax,paroxetine,3
xanax,nutmeg,1
xanax,methylone,7
xanax,mdma,42
xanax,mda,11
xanax,lsd,53
xanax,kava-kava,0
xanax,herbal-ecstasy,0
xanax,ghb,25
xanax,fluoxetine,0
xanax,dxm,27
xanax,dpt,2
xanax,dipt,3
xanax,diphenhydramine,6
xanax,clonazolam,1
xanax,clonazepam,7
xanax,cannabis,30
xanax,caffeine,13
xanax,bupropion,1
xanax,brugmansia,0
xanax,belladonna,0
xanax,amphetamine,31
xanax,amanita,2
xanax,albuterol,0
xanax,adderall,18
xanax,a.muscaria,0
wormwood,salvia-divinorum,0
wormwood,nutmeg,2
wormwood,methylone,0
wormwood,mdma,4
wormwood,mda,0
wormwood,herbal-ecstasy,0
wormwood,ghb,7
wormwood,fluoxetine,0
wormwood,dxm,4
wormwood,dpt,1
wormwood,dipt,1
wormwood,diphenhydramine,1
wormwood,clonazolam,0
wormwood,clonazepam,0
wormwood,brugmansia,0
wormwood,belladonna,1
wormwood,adderall,2
tobacco,wormwood,11
tobacco,st.johns-wort,0
tobacco,sleep-deprivation,0
tobacco,salvia-divinorum,0
tobacco,paroxetine,0
tobacco,nutmeg,10
tobacco,methylone,7
tobacco,mdma,46
tobacco,mda,16
tobacco,lsd,56
tobacco,herbal-ecstasy,0
tobacco,ghb,25
tobacco,fluoxetine,0
tobacco,dxm,36
tobacco,dpt,3
tobacco,dipt,5
tobacco,diphenhydramine,7
tobacco,clonazolam,1
tobacco,clonazepam,4
tobacco,cannabis,79
tobacco,caffeine,38
tobacco,bupropion,0
tobacco,brugmansia,1
tobacco,belladonna,2
tobacco,amphetamine,44
tobacco,amanita,5
tobacco,albuterol,0
tobacco,adderall,12
tobacco,a.muscaria,0
synthetic,cannabinoids-xanax,0
synthetic,cannabinoids-wormwood,0
synthetic,cannabinoids-tobacco,0
synthetic,cannabinoids-synthetic-cannabinoids,0
synthetic,cannabinoids-st.johns-wort,0
synthetic,cannabinoids-sleep-deprivation,0
synthetic,cannabinoids-salvia-divinorum,0
synthetic,cannabinoids-paroxetine,0
synthetic,cannabinoids-nutmeg,0
synthetic,cannabinoids-methylone,0
synthetic,cannabinoids-mdma,0
synthetic,cannabinoids-mda,0
synthetic,cannabinoids-lsd,0
synthetic,cannabinoids-kava-kava,0
synthetic,cannabinoids-herbal-ecstasy,0
synthetic,cannabinoids-ghb,0
synthetic,cannabinoids-funky-monkey,0
synthetic,cannabinoids-fluoxetine,0
synthetic,cannabinoids-dxm,0
synthetic,cannabinoids-dpt,0
synthetic,cannabinoids-dmt,0
synthetic,cannabinoids-dipt,0
synthetic,cannabinoids-diphenhydramine,0
synthetic,cannabinoids-clonazolam,0
synthetic,cannabinoids-clonazepam,0
synthetic,cannabinoids-cannabis,0
synthetic,cannabinoids-caffeine,0
synthetic,cannabinoids-butalbital,0
synthetic,cannabinoids-bupropion,0
synthetic,cannabinoids-brugmansia,0
synthetic,cannabinoids-belladonna,0
synthetic,cannabinoids-barbiturates,0
synthetic,cannabinoids-amt,0
synthetic,cannabinoids-amphetamine,0
synthetic,cannabinoids-amanita,0
synthetic,cannabinoids-alprazolam,0
synthetic,cannabinoids-albuterol,0
synthetic,cannabinoids-adrafinil,0
synthetic,cannabinoids-adderall,0
synthetic,cannabinoids-a.muscaria,0
synthetic,cannabinoids-5-meo-dipt,0
st.johns,wort-wormwood,0
st.johns,wort-st.johns-wort,0
st.johns,wort-sleep-deprivation,0
st.johns,wort-salvia-divinorum,0
st.johns,wort-paroxetine,0
st.johns,wort-nutmeg,0
st.johns,wort-methylone,0
st.johns,wort-mdma,0
st.johns,wort-mda,0
st.johns,wort-lsd,0
st.johns,wort-herbal-ecstasy,0
st.johns,wort-ghb,0
st.johns,wort-fluoxetine,0
st.johns,wort-dxm,0
st.johns,wort-dpt,0
st.johns,wort-dipt,0
st.johns,wort-diphenhydramine,0
st.johns,wort-clonazolam,0
st.johns,wort-clonazepam,0
st.johns,wort-cannabis,0
st.johns,wort-caffeine,0
st.johns,wort-bupropion,0
st.johns,wort-brugmansia,0
st.johns,wort-belladonna,0
st.johns,wort-amphetamine,0
st.johns,wort-amanita,0
st.johns,wort-albuterol,0
st.johns,wort-adderall,0
st.johns,wort-a.muscaria,0
spice,xanax,4
spice,wormwood,4
spice,tobacco,20
spice,synthetic-cannabinoids,0
spice,st.johns-wort,0
spice,sleep-deprivation,0
spice,salvia-divinorum,0
spice,paroxetine,0
spice,nutmeg,31
spice,methylone,3
spice,mdma,25
spice,mda,4
spice,lsd,30
spice,kava-kava,0
spice,herbal-ecstasy,0
spice,ghb,13
spice,funky-monkey,0
spice,fluoxetine,0
spice,dxm,10
spice,dpt,3
spice,dmt,24
spice,dipt,3
spice,diphenhydramine,4
spice,clonazolam,0
spice,clonazepam,2
spice,cannabis,36
spice,caffeine,13
spice,butalbital,0
spice,bupropion,0
spice,brugmansia,1
spice,belladonna,0
spice,barbiturates,0
spice,amt,4
spice,amphetamine,6
spice,amanita,2
spice,alprazolam,3
spice,albuterol,0
spice,adrafinil,0
spice,adderall,4
spice,a.muscaria,0
spice,5-meo-dipt,3
sleep,deprivation-wormwood,0
sleep,deprivation-sleep-deprivation,4
sleep,deprivation-salvia-divinorum,0
sleep,deprivation-paroxetine,0
sleep,deprivation-nutmeg,0
sleep,deprivation-methylone,0
sleep,deprivation-mdma,0
sleep,deprivation-mda,0
sleep,deprivation-herbal-ecstasy,0
sleep,deprivation-ghb,0
sleep,deprivation-fluoxetine,0
sleep,deprivation-dxm,0
sleep,deprivation-dpt,0
sleep,deprivation-dipt,0
sleep,deprivation-diphenhydramine,0
sleep,deprivation-clonazolam,0
sleep,deprivation-clonazepam,0
sleep,deprivation-brugmansia,0
sleep,deprivation-belladonna,0
sleep,deprivation-adderall,0
salvia,divinorum-salvia-divinorum,0
salvia,divinorum-nutmeg,0
salvia,divinorum-methylone,0
salvia,divinorum-mda,0
salvia,divinorum-herbal-ecstasy,0
salvia,divinorum-ghb,0
salvia,divinorum-fluoxetine,0
salvia,divinorum-dpt,0
salvia,divinorum-diphenhydramine,0
salvia,divinorum-clonazolam,0
salvia,divinorum-clonazepam,0
salvia,divinorum-brugmansia,0
salvia,divinorum-belladonna,0
salvia,divinorum-adderall,0
paroxetine,wormwood,0
paroxetine,salvia-divinorum,0
paroxetine,nutmeg,0
paroxetine,methylone,0
paroxetine,mdma,3
paroxetine,mda,2
paroxetine,herbal-ecstasy,0
paroxetine,ghb,1
paroxetine,fluoxetine,0
paroxetine,dxm,3
paroxetine,dpt,0
paroxetine,dipt,1
paroxetine,diphenhydramine,1
paroxetine,clonazolam,0
paroxetine,clonazepam,1
paroxetine,brugmansia,0
paroxetine,belladonna,0
paroxetine,adderall,0
methylone,nutmeg,2
methylone,mda,32
methylone,fluoxetine,0
mdma,salvia-divinorum,0
mdma,nutmeg,18
mdma,methylone,92
mdma,mda,149
mdma,herbal-ecstasy,0
mdma,ghb,131
mdma,fluoxetine,2
mdma,dpt,24
mdma,diphenhydramine,20
mdma,clonazolam,0
mdma,clonazepam,15
mdma,brugmansia,2
mdma,belladonna,4
mdma,adderall,41
mda,nutmeg,3
lsd,wormwood,4
lsd,sleep-deprivation,0
lsd,salvia-divinorum,0
lsd,paroxetine,2
lsd,nutmeg,30
lsd,methylone,39
lsd,mdma,386
lsd,mda,90
lsd,herbal-ecstasy,0
lsd,ghb,148
lsd,fluoxetine,5
lsd,dxm,151
lsd,dpt,43
lsd,dipt,50
lsd,diphenhydramine,36
lsd,clonazolam,0
lsd,clonazepam,17
lsd,caffeine,63
lsd,brugmansia,6
lsd,belladonna,14
lsd,amphetamine,195
lsd,albuterol,0
lsd,adderall,37
kava,kava-wormwood,0
kava,kava-tobacco,0
kava,kava-st.johns-wort,0
kava,kava-sleep-deprivation,0
kava,kava-salvia-divinorum,0
kava,kava-paroxetine,0
kava,kava-nutmeg,0
kava,kava-methylone,0
kava,kava-mdma,0
kava,kava-mda,0
kava,kava-lsd,0
kava,kava-kava-kava,4
kava,kava-herbal-ecstasy,0
kava,kava-ghb,0
kava,kava-fluoxetine,0
kava,kava-dxm,0
kava,kava-dpt,0
kava,kava-dipt,0
kava,kava-diphenhydramine,0
kava,kava-clonazolam,0
kava,kava-clonazepam,0
kava,kava-cannabis,0
kava,kava-caffeine,0
kava,kava-bupropion,0
kava,kava-brugmansia,0
kava,kava-belladonna,0
kava,kava-amphetamine,0
kava,kava-amanita,0
kava,kava-albuterol,0
kava,kava-adderall,0
kava,kava-a.muscaria,0
herbal,ecstasy-nutmeg,0
herbal,ecstasy-methylone,0
herbal,ecstasy-mda,0
herbal,ecstasy-herbal-ecstasy,0
herbal,ecstasy-ghb,0
herbal,ecstasy-fluoxetine,0
herbal,ecstasy-dpt,0
herbal,ecstasy-clonazepam,0
herbal,ecstasy-belladonna,0
herbal,ecstasy-adderall,0
ghb,nutmeg,9
ghb,methylone,16
ghb,mda,30
ghb,fluoxetine,3
ghb,clonazepam,7
ghb,belladonna,4
ghb,adderall,17
funky,monkey-xanax,0
funky,monkey-wormwood,0
funky,monkey-tobacco,0
funky,monkey-st.johns-wort,0
funky,monkey-sleep-deprivation,0
funky,monkey-salvia-divinorum,0
funky,monkey-paroxetine,0
funky,monkey-nutmeg,0
funky,monkey-methylone,0
funky,monkey-mdma,0
funky,monkey-mda,0
funky,monkey-lsd,0
funky,monkey-kava-kava,0
funky,monkey-herbal-ecstasy,0
funky,monkey-ghb,0
funky,monkey-funky-monkey,0
funky,monkey-fluoxetine,0
funky,monkey-dxm,0
funky,monkey-dpt,0
funky,monkey-dmt,0
funky,monkey-dipt,0
funky,monkey-diphenhydramine,0
funky,monkey-clonazolam,0
funky,monkey-clonazepam,0
funky,monkey-cannabis,0
funky,monkey-caffeine,0
funky,monkey-butalbital,0
funky,monkey-bupropion,0
funky,monkey-brugmansia,0
funky,monkey-belladonna,0
funky,monkey-barbiturates,0
funky,monkey-amt,0
funky,monkey-amphetamine,0
funky,monkey-amanita,0
funky,monkey-alprazolam,0
funky,monkey-albuterol,0
funky,monkey-adrafinil,0
funky,monkey-adderall,0
funky,monkey-a.muscaria,0
funky,monkey-5-meo-dipt,0
